val_next_loss,val_presence_loss,val_event_loss,val_loss,epoch,step,train_loss
0.536741316318512,0.1638897806406021,0.5238126516342163,1.2244436740875244,0,16,
,,,,1,16,1.664480447769165
0.587893009185791,0.1580609530210495,0.49840790033340454,1.2443618774414062,1,33,
,,,,2,33,1.5722966194152832
0.48862719535827637,0.14337077736854553,0.5069423913955688,1.1389403343200684,2,50,
,,,,3,50,1.414596438407898
0.3881709575653076,0.11667955666780472,0.34510910511016846,0.8499596118927002,3,67,
,,,,4,67,1.1320756673812866
0.2972875237464905,0.09486425668001175,0.24700593948364258,0.6391576528549194,4,84,
,,,,5,84,0.9363165497779846
0.22054898738861084,0.08177133649587631,0.23590250313282013,0.5382227897644043,5,101,
,,,,6,101,0.7061010003089905
0.21518999338150024,0.07780776917934418,0.2326941192150116,0.5256918668746948,6,118,
,,,,7,118,0.6015581488609314
0.19748269021511078,0.07585029304027557,0.19807274639606476,0.4714057147502899,7,135,
,,,,8,135,0.5983520150184631
0.19004401564598083,0.07505262643098831,0.21340151131153107,0.4784981608390808,8,152,
,,,,9,152,0.5912696719169617
0.20429924130439758,0.07762404531240463,0.19355712831020355,0.47548043727874756,9,169,
,,,,10,169,0.6224198937416077
0.20004382729530334,0.07474155724048615,0.18477049469947815,0.45955586433410645,10,186,
,,,,11,186,0.5860954523086548
0.19401930272579193,0.07524605095386505,0.17708954215049744,0.44635486602783203,11,203,
,,,,12,203,0.5628291964530945
0.20381712913513184,0.07597141712903976,0.2854926288127899,0.5652811527252197,12,220,
,,,,13,220,0.5733876824378967
0.19414320588111877,0.0760166123509407,0.18957751989364624,0.4597373306751251,13,237,
,,,,14,237,0.6023808717727661
0.20840397477149963,0.0752406045794487,0.18297940492630005,0.46662402153015137,14,254,
,,,,15,254,0.5717750191688538
0.18899258971214294,0.07588072121143341,0.21662616729736328,0.48149946331977844,15,271,
,,,,16,271,0.553266167640686
0.18009456992149353,0.07786627858877182,0.268135130405426,0.526095986366272,16,288,
,,,,17,288,0.5550248622894287
0.17162999510765076,0.07765044271945953,0.3152930438518524,0.5645734667778015,17,305,
,,,,18,305,0.5818065404891968
0.1915239542722702,0.07716327905654907,0.2097543627023697,0.47844159603118896,18,322,
,,,,19,322,0.525155246257782
0.25268304347991943,0.0750780776143074,0.18686087429523468,0.5146219730377197,19,339,
,,,,20,339,0.5260695815086365
0.16126641631126404,0.07482196390628815,0.19725346565246582,0.4333418011665344,20,356,
,,,,21,356,0.5356147885322571
0.19615159928798676,0.07602178305387497,0.19859352707862854,0.47076693177223206,21,373,
,,,,22,373,0.5224307179450989
0.19017831981182098,0.07654611021280289,0.1757003366947174,0.4424247741699219,22,390,
,,,,23,390,0.5538772940635681
0.16326263546943665,0.07410354167222977,0.21513992547988892,0.4525061249732971,23,407,
,,,,24,407,0.5552948713302612
0.1837601661682129,0.07353758066892624,0.18971972167491913,0.44701746106147766,24,424,
,,,,25,424,0.5059085488319397
0.17795634269714355,0.07468785345554352,0.22968584299087524,0.48232999444007874,25,441,
,,,,26,441,0.509432852268219
0.16246886551380157,0.07368671894073486,0.192593514919281,0.42874908447265625,26,458,
,,,,27,458,0.5294747948646545
0.17078855633735657,0.07748525589704514,0.156833678483963,0.4051074981689453,27,475,
,,,,28,475,0.5202180743217468
0.15235459804534912,0.07296624779701233,0.16576316952705383,0.39108404517173767,28,492,
,,,,29,492,0.5363159775733948
0.16550135612487793,0.07096964865922928,0.27006515860557556,0.5065361857414246,29,509,
,,,,30,509,0.5023659467697144
0.14805394411087036,0.07227708399295807,0.15554802119731903,0.37587904930114746,30,526,
,,,,31,526,0.4794441759586334
0.1678866147994995,0.07038916647434235,0.1607910841703415,0.39906686544418335,31,543,
,,,,32,543,0.4800856113433838
0.19350077211856842,0.07162865251302719,0.18220733106136322,0.44733673334121704,32,560,
,,,,33,560,0.49083665013313293
0.15795369446277618,0.07016360759735107,0.17566031217575073,0.4037775993347168,33,577,
,,,,34,577,0.531532347202301
0.16898883879184723,0.07051658630371094,0.1734691858291626,0.41297459602355957,34,594,
,,,,35,594,0.498585969209671
0.1800839602947235,0.0684606209397316,0.1707722544670105,0.419316828250885,35,611,
,,,,36,611,0.47857117652893066
0.16833943128585815,0.06975403428077698,0.16996313631534576,0.4080566167831421,36,628,
,,,,37,628,0.4849815368652344
0.15593595802783966,0.06809434294700623,0.334189772605896,0.5582200288772583,37,645,
,,,,38,645,0.4870137572288513
0.14935094118118286,0.06921699643135071,0.3205014169216156,0.5390692949295044,38,662,
,,,,39,662,0.47418487071990967
0.15206368267536163,0.0686114951968193,0.15719760954380035,0.3778727650642395,39,679,
,,,,40,679,0.49887675046920776
0.14629574120044708,0.06814385950565338,0.1716652810573578,0.38610485196113586,40,696,
,,,,41,696,0.493679940700531
0.15435896813869476,0.06815294176340103,0.19762462377548218,0.4201365113258362,41,713,
,,,,42,713,0.4918464720249176
0.165337473154068,0.06804950535297394,0.33795908093452454,0.57134610414505,42,730,
,,,,43,730,0.4856926500797272
0.24335014820098877,0.06745040416717529,0.16057734191417694,0.4713779091835022,43,747,
,,,,44,747,0.48725083470344543
0.1551307588815689,0.0678291842341423,0.15501214563846588,0.3779720962047577,44,764,
,,,,45,764,0.47142913937568665
0.15553049743175507,0.06900671869516373,0.16168630123138428,0.38622352480888367,45,781,
,,,,46,781,0.4800737500190735
0.17301078140735626,0.06830780953168869,0.16829240322113037,0.4096109867095947,46,798,
,,,,47,798,0.45284998416900635
0.17441697418689728,0.06660003215074539,0.2448512315750122,0.4858682453632355,47,815,
