val_ap,val_auroc,val_loss,epoch,step,train_loss,train_auroc,train_ap
0.1679069697856903,0.5654246211051941,0.7100713461778618,0,16,,,
,,,1,16,0.7180019277263129,0.5216513872146606,0.15683840215206146
0.2111777365207672,0.6195251941680908,0.6741484228575176,1,33,,,
,,,2,33,0.6998438608175154,0.5593804121017456,0.18020203709602356
0.2751363515853882,0.6855545043945312,0.6391513017705701,2,50,,,
,,,3,50,0.6776755074220467,0.609432578086853,0.2111656367778778
0.309650719165802,0.73356032371521,0.6083826794877487,3,67,,,
,,,4,67,0.6493624033342468,0.6704070568084717,0.25444188714027405
0.32681503891944885,0.7637579441070557,0.5848336035725856,4,84,,,
,,,5,84,0.6184824089511657,0.7226011157035828,0.2973867654800415
0.38486236333847046,0.7929055094718933,0.5544122426168009,5,101,,,
,,,6,101,0.5884506200094152,0.7699997425079346,0.3541288673877716
0.4061968922615051,0.8122369050979614,0.5370144114540051,6,118,,,
,,,7,118,0.5522848503250974,0.8057302236557007,0.403487890958786
0.43778327107429504,0.8247323036193848,0.5240581547720734,7,135,,,
,,,8,135,0.533278021400601,0.8216657042503357,0.42822396755218506
0.4510522484779358,0.8310571908950806,0.5192470790653699,8,152,,,
,,,9,152,0.517839234108363,0.8381837606430054,0.4646915793418884
0.46460220217704773,0.8350393772125244,0.5294209194571151,9,169,,,
,,,10,169,0.5097660480986907,0.843314528465271,0.4890199303627014
0.4796753525733948,0.8413313627243042,0.520021259279201,10,186,,,
,,,11,186,0.5061131039330388,0.8493044972419739,0.497012734413147
0.49552297592163086,0.846783459186554,0.5085647798588752,11,203,,,
,,,12,203,0.5031522531650346,0.8501850366592407,0.5014297962188721
0.49556055665016174,0.8491312265396118,0.5210664311723697,12,220,,,
,,,13,220,0.5001085694108016,0.850117564201355,0.49761083722114563
0.51209956407547,0.8487415313720703,0.5049529477258383,13,237,,,
,,,14,237,0.49412032639369263,0.8566259145736694,0.5163339376449585
0.5250961780548096,0.8544820547103882,0.5076852447260898,14,254,,,
,,,15,254,0.48692570770861193,0.8626056909561157,0.5244439244270325
0.5263726711273193,0.8545655608177185,0.5286779715510087,15,271,,,
,,,16,271,0.48834741669933857,0.860517144203186,0.5273414254188538
0.5263160467147827,0.8545604944229126,0.4954459614799997,16,288,,,
,,,17,288,0.48549833714405455,0.8629869222640991,0.5311239957809448
0.5307369232177734,0.8557268381118774,0.5193129756824417,17,305,,,
,,,18,305,0.4794448228892263,0.865688681602478,0.5401616096496582
