val_ap,val_auroc,val_loss,epoch,step,train_loss,train_auroc,train_ap
0.1676129251718521,0.5654473900794983,0.7104079258343874,0,16,,,
,,,1,16,0.7157902900046244,0.5258579850196838,0.1605556607246399
0.21905061602592468,0.6313754916191101,0.6694880307959821,1,33,,,
,,,2,33,0.6980846612215764,0.5640929341316223,0.17610374093055725
0.2829822599887848,0.693017840385437,0.6338115675770323,2,50,,,
,,,3,50,0.6698888308280151,0.6285873055458069,0.21697938442230225
0.32194268703460693,0.736555814743042,0.6057805573378655,3,67,,,
,,,4,67,0.6463155801935159,0.6775496006011963,0.26112842559814453
0.35904592275619507,0.7671101093292236,0.5807655088229802,4,84,,,
,,,5,84,0.6183600777832052,0.7305465936660767,0.3148804306983948
0.3847060799598694,0.7888854146003723,0.5617962733216578,5,101,,,
,,,6,101,0.594293291331375,0.758364200592041,0.33966201543807983
0.413459837436676,0.8086923956871033,0.5380170889213894,6,118,,,
,,,7,118,0.5598227352369167,0.7985345125198364,0.39037632942199707
0.44347602128982544,0.8243604302406311,0.5275000213121934,7,135,,,
,,,8,135,0.5412042124206973,0.8166812658309937,0.428642213344574
0.4545670747756958,0.8253977298736572,0.5244205295554717,8,152,,,
,,,9,152,0.526738352091916,0.8279121518135071,0.4528583884239197
0.4772573709487915,0.8394516110420227,0.5128179875218084,9,169,,,
,,,10,169,0.5159472319375559,0.837144136428833,0.4772713780403137
0.48345619440078735,0.8417816758155823,0.5124075614624399,10,186,,,
,,,11,186,0.501120086567839,0.8514916896820068,0.5094028115272522
0.5019308924674988,0.8470187187194824,0.496082191022341,11,203,,,
,,,12,203,0.5006459121218687,0.852188766002655,0.5001246333122253
0.5085598230361938,0.851415753364563,0.541901976826101,12,220,,,
,,,13,220,0.4975753912167627,0.8542699813842773,0.5050315856933594
0.5116394758224487,0.8525415658950806,0.4973223505467397,13,237,,,
,,,14,237,0.4893891328001408,0.8605709075927734,0.5205509066581726
0.5189908742904663,0.8473880290985107,0.532540843713478,14,254,,,
,,,15,254,0.48796601434706804,0.8599547147750854,0.5237895250320435
0.5173127055168152,0.8545124530792236,0.509402950839493,15,271,,,
,,,16,271,0.4863091447524956,0.8610576391220093,0.5294783711433411
0.5244758725166321,0.8558735847473145,0.4946379686018994,16,288,,,
,,,17,288,0.4804266631366282,0.865563154220581,0.5258020162582397
0.5170395374298096,0.8542569279670715,0.4903084345941032,17,305,,,
,,,18,305,0.4772353596884242,0.8676077723503113,0.5392838716506958
0.5131063461303711,0.8514941930770874,0.5142955518926825,18,322,,,
,,,19,322,0.47806661296288955,0.8647502660751343,0.543394923210144
0.5098292231559753,0.8533461093902588,0.49012890286527994,19,339,,,
,,,20,339,0.4712787136062306,0.8712653517723083,0.5421016216278076
0.5043567419052124,0.849381685256958,0.5041695703092369,20,356,,,
,,,21,356,0.47127893919925723,0.870146632194519,0.5506991147994995
0.49832630157470703,0.8485721349716187,0.5219087165054787,21,373,,,
,,,22,373,0.47243070975670814,0.8692426681518555,0.5433724522590637
0.5088187456130981,0.8499888181686401,0.49806316598028594,22,390,,,
,,,23,390,0.47145739637915984,0.8712073564529419,0.5406573414802551
0.5242546796798706,0.847851037979126,0.5100742350596962,23,407,,,
,,,24,407,0.47136563979155083,0.8674415349960327,0.5465655326843262
0.5218857526779175,0.8389431238174438,0.5534437420304635,24,424,,,
,,,25,424,0.4660033304965585,0.8713060021400452,0.5599722862243652
0.5238832235336304,0.8446202874183655,0.5061265684544907,25,441,,,
,,,26,441,0.4617923705841579,0.8708058595657349,0.5553686618804932
0.5364367961883545,0.856753945350647,0.48674833454279015,26,458,,,
,,,27,458,0.4638949413078848,0.8717219233512878,0.5562294721603394
0.5382236242294312,0.858545184135437,0.5154554358465979,27,475,,,
,,,28,475,0.45753412479233013,0.8768336772918701,0.5516381859779358
