val_ap,val_auroc,val_loss,epoch,step,train_loss,train_auroc,train_ap
0.16754744946956635,0.565444827079773,0.7110742841318605,0,16,,,
,,,1,16,0.716101960374344,0.5159024596214294,0.16190007328987122
0.21441075205802917,0.6257766485214233,0.6711423215103955,1,33,,,
,,,2,33,0.6907285050965778,0.5765647292137146,0.1829744577407837
0.27824997901916504,0.68668532371521,0.6372030603264122,2,50,,,
,,,3,50,0.6652331656625375,0.636082649230957,0.21880881488323212
0.31598377227783203,0.7338664531707764,0.6072102002902094,3,67,,,
,,,4,67,0.6441675266775794,0.6758621335029602,0.25468993186950684
0.34822964668273926,0.7678033113479614,0.581127073580022,4,84,,,
,,,5,84,0.6117611066391743,0.7337332963943481,0.3090149760246277
0.3992207646369934,0.7898138761520386,0.5599589774974242,5,101,,,
,,,6,101,0.5880940214592727,0.7659942507743835,0.34489136934280396
0.4375738501548767,0.8128719329833984,0.533612399414109,6,118,,,
,,,7,118,0.5564623527183722,0.8029661774635315,0.40517258644104004
0.466534823179245,0.8278467059135437,0.5249033181070065,7,135,,,
,,,8,135,0.528051480133262,0.8266192078590393,0.44873756170272827
0.4761965274810791,0.8363347053527832,0.5160879124926202,8,152,,,
,,,9,152,0.5175105123922944,0.8348683714866638,0.47756850719451904
0.4760017395019531,0.839061975479126,0.5282144808184007,9,169,,,
,,,10,169,0.5140432153872626,0.8404266238212585,0.47247254848480225
0.4953797161579132,0.8463255167007446,0.4956575845343226,10,186,,,
,,,11,186,0.5063595228626642,0.8475857377052307,0.5000169277191162
0.5126831531524658,0.8505454659461975,0.5199810969680618,11,203,,,
,,,12,203,0.49588991088314555,0.8553636074066162,0.5080661773681641
0.5112685561180115,0.8493032455444336,0.5129032208598406,12,220,,,
,,,13,220,0.4951841239163052,0.8575844168663025,0.514531135559082
0.5155810117721558,0.8511045575141907,0.5226505805247214,13,237,,,
,,,14,237,0.4891527131624726,0.8585145473480225,0.523971438407898
0.5262808203697205,0.8522127270698547,0.5223040261539611,14,254,,,
,,,15,254,0.4890065692716508,0.8585988283157349,0.5186084508895874
0.5313631296157837,0.8536800742149353,0.5404188972083951,15,271,,,
,,,16,271,0.490256568913905,0.860166609287262,0.5322027206420898
0.5360163450241089,0.8546085357666016,0.5083286250533932,16,288,,,
,,,17,288,0.484107927978918,0.8631812334060669,0.532060444355011
0.5276275873184204,0.851595401763916,0.4995611633432877,17,305,,,
,,,18,305,0.4840004122101356,0.8627064228057861,0.5269221067428589
0.5364789962768555,0.8563441038131714,0.5064115918960335,18,322,,,
,,,19,322,0.47554474446737727,0.8675986528396606,0.5436546802520752
0.5237855911254883,0.8501204252243042,0.5184291141942302,19,339,,,
,,,20,339,0.4732859148957226,0.8682547807693481,0.5335187911987305
0.5079866647720337,0.8384320139884949,0.5197415975999093,20,356,,,
,,,21,356,0.4775156293024466,0.8663464188575745,0.5399090051651001
0.5467045903205872,0.8535106182098389,0.48850479180023876,21,373,,,
,,,22,373,0.4746366880841077,0.8681226968765259,0.5321967601776123
0.5452264547348022,0.8544365167617798,0.5198356038146295,22,390,,,
,,,23,390,0.4743501142907647,0.8692761659622192,0.5421331524848938
0.5510586500167847,0.8571689128875732,0.5049258666088963,23,407,,,
,,,24,407,0.4672271828313278,0.8696754574775696,0.5562645196914673
0.5465350151062012,0.8582213521003723,0.5157653050295802,24,424,,,
,,,25,424,0.46259129574468333,0.8761495351791382,0.5663943886756897
0.5334598422050476,0.8547603487968445,0.48980580961641557,25,441,,,
,,,26,441,0.46845195954301533,0.8693610429763794,0.5561525821685791
0.5399055480957031,0.8557445406913757,0.5232423366966897,26,458,,,
,,,27,458,0.46704808871947134,0.8708315491676331,0.5488474369049072
0.5285098552703857,0.843309760093689,0.49902671199384235,27,475,,,
,,,28,475,0.4615046905225628,0.8719863891601562,0.5517904758453369
0.5312318801879883,0.8521747589111328,0.4983179343564236,28,492,,,
,,,29,492,0.45329199018670124,0.8776897192001343,0.5553533434867859
0.5517550706863403,0.8576369285583496,0.49986595003243134,29,509,,,
,,,30,509,0.4552415697349621,0.8777052164077759,0.5576789379119873
0.5623124837875366,0.8535383939743042,0.4958261618495095,30,526,,,
,,,31,526,0.4527270937090571,0.8774958848953247,0.5742999911308289
0.5681173205375671,0.8577609062194824,0.5053953325009292,31,543,,,
,,,32,543,0.45050277399193384,0.879243016242981,0.5732699036598206
0.5520563721656799,0.8572447896003723,0.5195357038414355,32,560,,,
,,,33,560,0.449914032366582,0.8806655406951904,0.5641260147094727
0.5560446977615356,0.8605185747146606,0.4818049731676739,33,577,,,
,,,34,577,0.44811977767233324,0.8775248527526855,0.5698474645614624
0.548785388469696,0.8469452857971191,0.5301446004671349,34,594,,,
,,,35,594,0.4436455164572581,0.8800298571586609,0.5756760835647583
0.5521030426025391,0.8561897873878479,0.505491763050846,35,611,,,
,,,36,611,0.4453598509655985,0.878558874130249,0.5666534304618835
0.5453217029571533,0.8557521104812622,0.49382612339872967,36,628,,,
,,,37,628,0.44062841577515816,0.8833696842193604,0.5655632019042969
0.5510767102241516,0.8522861003875732,0.5245560470124339,37,645,,,
,,,38,645,0.43934538886483937,0.8841864466667175,0.5784040689468384
0.535370945930481,0.847641110420227,0.5024095228138175,38,662,,,
,,,39,662,0.43563572436686326,0.8837127685546875,0.5789206624031067
0.5771409273147583,0.8609764575958252,0.5226743431358671,39,679,,,
,,,40,679,0.43118200664266576,0.8866047859191895,0.5770053267478943
0.561176598072052,0.8586944341659546,0.5068852472378054,40,696,,,
