val_ap,val_auroc,val_loss,epoch,step,train_loss,train_auroc,train_ap
0.14132735133171082,0.4911881685256958,0.7089322036326973,0,16,,,
,,,1,16,0.7267443014556132,0.5103974342346191,0.14579975605010986
0.16887357831001282,0.5483702421188354,0.6995599526286401,1,33,,,
,,,2,33,0.7185791786797836,0.5288089513778687,0.15496990084648132
0.2063269019126892,0.610123872756958,0.6821863532131648,2,50,,,
,,,3,50,0.7046170072515003,0.5496341586112976,0.16274140775203705
0.2456461489200592,0.6603307723999023,0.6625379700573053,3,67,,,
,,,4,67,0.6835071523136951,0.5928380489349365,0.18645569682121277
0.2773609161376953,0.6896150708198547,0.6454019836781881,4,84,,,
,,,5,84,0.6713295575753846,0.6309244632720947,0.21646715700626373
0.3269507586956024,0.730810284614563,0.6170758730162473,5,101,,,
,,,6,101,0.6485857995680026,0.6728758215904236,0.24766245484352112
0.35039108991622925,0.7522668242454529,0.5958516305955346,6,118,,,
,,,7,118,0.6224461324189702,0.721167266368866,0.2985152006149292
0.36989539861679077,0.7670974731445312,0.5792933264389026,7,135,,,
,,,8,135,0.6002793936753975,0.7493334412574768,0.328750342130661
0.39467954635620117,0.7748162746429443,0.5868066505371381,8,152,,,
,,,9,152,0.5856078279391729,0.7660207748413086,0.3507891297340393
0.41663146018981934,0.7918125987052917,0.5564494204848385,9,169,,,
,,,10,169,0.5682425816486765,0.7875889539718628,0.3660844564437866
0.4500674605369568,0.8115259408950806,0.5391167802052308,10,186,,,
,,,11,186,0.5480626267424027,0.8071996569633484,0.4038332402706146
0.4688121974468231,0.8235685229301453,0.520526420273981,11,203,,,
,,,12,203,0.5235936586011438,0.8312692642211914,0.4574108123779297
0.49323949217796326,0.8305588364601135,0.5169117100759276,12,220,,,
,,,13,220,0.5157877217087393,0.8395729064941406,0.4631228744983673
0.49881047010421753,0.8345080614089966,0.5374953538953012,13,237,,,
,,,14,237,0.5053729645916711,0.8455286026000977,0.48713958263397217
0.5002357959747314,0.8353961110115051,0.5596624771643499,14,254,,,
