val_ap,val_auroc,val_loss,epoch,step,train_loss,train_auroc,train_ap
0.14076536893844604,0.48982706665992737,0.7088875103862136,0,16,,,
,,,1,16,0.7387937966994002,0.4966897964477539,0.14032500982284546
0.16254650056362152,0.5394065380096436,0.7020824455321343,1,33,,,
,,,2,33,0.7229103080210637,0.5221728086471558,0.1480606496334076
0.20878678560256958,0.613200306892395,0.6800188416072601,2,50,,,
,,,3,50,0.7095501504735386,0.5439783334732056,0.15941432118415833
0.24623137712478638,0.6649202108383179,0.6565452872481958,3,67,,,
,,,4,67,0.6818262027194706,0.6037458777427673,0.1879042237997055
0.28866860270500183,0.699089765548706,0.6357486695868069,4,84,,,
,,,5,84,0.6610014675599079,0.6446883082389832,0.22503803670406342
0.3300367593765259,0.7284725904464722,0.6142620463763886,5,101,,,
,,,6,101,0.6495220900461712,0.6766915321350098,0.2499104142189026
0.3665900230407715,0.7492637634277344,0.6025465993368868,6,118,,,
,,,7,118,0.6177714844726616,0.7201813459396362,0.29846322536468506
0.3818173408508301,0.763525128364563,0.6033405613286654,7,135,,,
,,,8,135,0.5958135669795721,0.7512475252151489,0.31486934423446655
0.4019448459148407,0.7840506434440613,0.5675046994623902,8,152,,,
,,,9,152,0.5775767937459186,0.7766286134719849,0.3661646246910095
0.4334366023540497,0.7992632389068604,0.5487083589563411,9,169,,,
,,,10,169,0.557578598757929,0.799407422542572,0.3935855031013489
0.4457240104675293,0.8083786964416504,0.5479902731663544,10,186,,,
,,,11,186,0.5424445263348388,0.8145738840103149,0.41624152660369873
0.46247512102127075,0.8175067901611328,0.539457733773731,11,203,,,
,,,12,203,0.5249021009080374,0.8286176919937134,0.4524715542793274
0.48515206575393677,0.8276240825653076,0.5239914784538754,12,220,,,
,,,13,220,0.5183296044764663,0.8347519040107727,0.46416473388671875
0.49035772681236267,0.8328812718391418,0.5134883904664878,13,237,,,
,,,14,237,0.5063164607219726,0.8449275493621826,0.4954015612602234
0.4937404990196228,0.8372682332992554,0.5568644337813092,14,254,,,
,,,15,254,0.5036960254312547,0.848347544670105,0.4976690411567688
0.5006824731826782,0.8398184776306152,0.5391404667353625,15,271,,,
,,,16,271,0.4976895284243542,0.8531697988510132,0.5052837133407593
0.5029854774475098,0.837630033493042,0.5242760946223917,16,288,,,
,,,17,288,0.4947583770761883,0.8545939922332764,0.5090513229370117
0.5162554979324341,0.8431655764579773,0.5131016114076925,17,305,,,
,,,18,305,0.49171367086906664,0.8572728633880615,0.5112502574920654
0.5155518054962158,0.8394668102264404,0.5179332389740442,18,322,,,
,,,19,322,0.48571974865537515,0.8598328828811646,0.5225498676300049
0.5206783413887024,0.8462116718292236,0.5281349839048964,19,339,,,
,,,20,339,0.48382799106132734,0.8603488206863403,0.5301632881164551
0.5140033960342407,0.8417184352874756,0.51094258589699,20,356,,,
,,,21,356,0.4780504350299033,0.8658179044723511,0.5521714687347412
0.5153005719184875,0.8472793102264404,0.5273516879708666,21,373,,,
,,,22,373,0.4771842435626585,0.865077793598175,0.5280194282531738
0.5176746249198914,0.840119481086731,0.5123927798705781,22,390,,,
,,,23,390,0.4757984889748791,0.8648308515548706,0.5330295562744141
0.5177914500236511,0.8480660915374756,0.5238661299332779,23,407,,,
,,,24,407,0.46748863479175934,0.8702707886695862,0.5606604814529419
0.5281070470809937,0.8523391485214233,0.5012703660299036,24,424,,,
,,,25,424,0.46583434777700733,0.8717960119247437,0.5440986752510071
0.5296033024787903,0.8475525379180908,0.5149219569821305,25,441,,,
,,,26,441,0.4695577782840084,0.8673193454742432,0.5389674305915833
0.5261353254318237,0.8512639999389648,0.5027112973369029,26,458,,,
,,,27,458,0.46268382693125226,0.8707979917526245,0.5551241636276245
0.5306514501571655,0.8498420715332031,0.5200934660095544,27,475,,,
,,,28,475,0.460597227742165,0.8717646598815918,0.5593143701553345
0.5224380493164062,0.853596568107605,0.5316562121555267,28,492,,,
,,,29,492,0.45611685895526477,0.8748899698257446,0.5662859678268433
0.5370544791221619,0.8544036746025085,0.5030010317587266,29,509,,,
,,,30,509,0.45248188255425137,0.8774315714836121,0.5681780576705933
0.5375693440437317,0.8559443950653076,0.5264618519317014,30,526,,,
,,,31,526,0.45414011423980444,0.8765965104103088,0.5687208771705627
0.5401307344436646,0.8508490324020386,0.5051720286274679,31,543,,,
,,,32,543,0.4516011287409371,0.8763892650604248,0.5646829009056091
0.5482320785522461,0.8538748621940613,0.5125619113461459,32,560,,,
,,,33,560,0.44058830453361564,0.8836705088615417,0.5795957446098328
0.5429155826568604,0.8537812232971191,0.5098903864144037,33,577,,,
,,,34,577,0.4433138211894469,0.8804881572723389,0.5702111721038818
0.5387178659439087,0.8547375798225403,0.5267382725820385,34,594,,,
,,,35,594,0.4451223796286726,0.8797256350517273,0.5778350234031677
0.5381016731262207,0.8525036573410034,0.5211200348537595,35,611,,,
,,,36,611,0.4397855891059512,0.8829872608184814,0.5781728029251099
0.5596928596496582,0.8545604944229126,0.513750023048988,36,628,,,
,,,37,628,0.44351167455011536,0.8820348381996155,0.5837566256523132
0.5483276844024658,0.8492728471755981,0.5234648063870523,37,645,,,
,,,38,645,0.43764900185874894,0.8818877935409546,0.5894694328308105
0.5470082759857178,0.8555901646614075,0.5040876054895619,38,662,,,
,,,39,662,0.43077119674940606,0.8848681449890137,0.5918644070625305
0.5270607471466064,0.8417589664459229,0.5289097957839619,39,679,,,
,,,40,679,0.42782325111319286,0.8898835182189941,0.6012862920761108
0.5416296720504761,0.8504164218902588,0.519927500169591,40,696,,,
,,,41,696,0.42794417505930044,0.8888404369354248,0.6010041832923889
0.547173261642456,0.8485974073410034,0.5335142174940588,41,713,,,
,,,42,713,0.41844031169130674,0.895388126373291,0.6065924167633057
0.5478655099868774,0.8517395257949829,0.5133744389328799,42,730,,,
,,,43,730,0.41804277146172936,0.8922439217567444,0.6080410480499268
0.5554947853088379,0.8607892394065857,0.5127484782341216,43,747,,,
,,,44,747,0.4246419275730382,0.8886548280715942,0.6046285629272461
0.5481126308441162,0.8552663326263428,0.5144490481797996,44,764,,,
,,,45,764,0.4212408539370304,0.8900519609451294,0.607150673866272
0.5385196208953857,0.8501659631729126,0.5182884718682553,45,781,,,
,,,46,781,0.4129049223763329,0.8953450918197632,0.6098387241363525
0.5682669878005981,0.8594104051589966,0.5076658742078938,46,798,,,
,,,47,798,0.4206410967743922,0.8892289400100708,0.6123919486999512
0.5637304782867432,0.8580012321472168,0.5139323108848773,47,815,,,
,,,48,815,0.42123230458831945,0.8917396068572998,0.5951108932495117
0.555357038974762,0.854719877243042,0.5226723474203513,48,832,,,
