val_next_loss,val_presence_loss,val_event_loss,val_loss,epoch,step,train_loss
0.5947405099868774,0.18430444598197937,0.6589600443840027,1.4380050897598267,0,16,
,,,,1,16,1.7969213724136353
0.587925136089325,0.1680830866098404,0.5741369724273682,1.3301451206207275,1,33,
,,,,2,33,1.662912368774414
0.4529978632926941,0.14026814699172974,0.5380632281303406,1.1313292980194092,2,50,
,,,,3,50,1.441859483718872
0.34475648403167725,0.10361243039369583,0.36044275760650635,0.8088116645812988,3,67,
,,,,4,67,1.1202105283737183
0.27272891998291016,0.08670014888048172,0.2345222532749176,0.5939513444900513,4,84,
,,,,5,84,0.8334481716156006
0.20712503790855408,0.07979490607976913,0.23122116923332214,0.5181410908699036,5,101,
,,,,6,101,0.6965551972389221
0.20589393377304077,0.0772651731967926,0.22143825888633728,0.5045973658561707,6,118,
,,,,7,118,0.591225802898407
0.19077865779399872,0.07557721436023712,0.1886519342660904,0.45500779151916504,7,135,
,,,,8,135,0.5773301720619202
0.1817595660686493,0.07512904703617096,0.20695209503173828,0.4638407230377197,8,152,
,,,,9,152,0.5970664620399475
0.19844448566436768,0.0777299776673317,0.18424904346466064,0.4604235291481018,9,169,
,,,,10,169,0.5388374328613281
0.19603067636489868,0.07472845911979675,0.17587198317050934,0.44663113355636597,10,186,
,,,,11,186,0.538094699382782
0.1882995069026947,0.07547585666179657,0.17551347613334656,0.43928882479667664,11,203,
,,,,12,203,0.5513895153999329
0.19602248072624207,0.07611944526433945,0.2686901092529297,0.5408320426940918,12,220,
,,,,13,220,0.5535542964935303
0.18532250821590424,0.07613512128591537,0.1846136599779129,0.4460712671279907,13,237,
,,,,14,237,0.5578499436378479
0.1901722252368927,0.0750906690955162,0.17653340101242065,0.44179630279541016,14,254,
,,,,15,254,0.5718697905540466
0.18478301167488098,0.07612602412700653,0.2129054069519043,0.4738144874572754,15,271,
,,,,16,271,0.527866005897522
0.17918868362903595,0.07779986411333084,0.26265475153923035,0.5196433067321777,16,288,
,,,,17,288,0.5225555300712585
0.16806349158287048,0.07763607054948807,0.30746352672576904,0.5531630516052246,17,305,
,,,,18,305,0.5191745162010193
0.18695016205310822,0.07738545536994934,0.20750567317008972,0.4718412756919861,18,322,
,,,,19,322,0.5247100591659546
0.24394533038139343,0.0754864290356636,0.17793209850788116,0.4973638653755188,19,339,
,,,,20,339,0.5173715949058533
0.1602979153394699,0.07502826303243637,0.1895039677619934,0.4248301386833191,20,356,
,,,,21,356,0.525059163570404
0.1900709867477417,0.07669183611869812,0.1908567100763321,0.4576195478439331,21,373,
,,,,22,373,0.523144006729126
0.19036030769348145,0.07754338532686234,0.17727069556713104,0.4451743960380554,22,390,
,,,,23,390,0.529049813747406
0.1605246216058731,0.07518146932125092,0.21329839527606964,0.44900447130203247,23,407,
,,,,24,407,0.50795578956604
0.18038982152938843,0.07454054802656174,0.18936645984649658,0.44429683685302734,24,424,
,,,,25,424,0.5034109950065613
0.17558705806732178,0.07616815716028214,0.23538310825824738,0.4871383309364319,25,441,
,,,,26,441,0.5002137422561646
0.1585197150707245,0.07538776844739914,0.18259623646736145,0.41650375723838806,26,458,
,,,,27,458,0.5029356479644775
0.16474072635173798,0.07970737665891647,0.1576015055179596,0.40204963088035583,27,475,
,,,,28,475,0.5285021066665649
0.15173695981502533,0.07557378709316254,0.16740675270557404,0.3947175145149231,28,492,
,,,,29,492,0.49473118782043457
0.16586889326572418,0.07452491670846939,0.25111135840415955,0.49150511622428894,29,509,
,,,,30,509,0.49660423398017883
0.14620143175125122,0.07529758661985397,0.158523827791214,0.3800228536128998,30,526,
,,,,31,526,0.5057492852210999
0.16668693721294403,0.07379282265901566,0.16013021767139435,0.40060997009277344,31,543,
,,,,32,543,0.4864083528518677
0.1843031644821167,0.07521406561136246,0.17633990943431854,0.4358571469783783,32,560,
,,,,33,560,0.4949517548084259
0.15032656490802765,0.0744582936167717,0.1719079613685608,0.39669278264045715,33,577,
,,,,34,577,0.5104929208755493
0.16428855061531067,0.0745566189289093,0.1722249984741211,0.41107016801834106,34,594,
,,,,35,594,0.4994543790817261
0.16787251830101013,0.07281224429607391,0.16965709626674652,0.41034185886383057,35,611,
,,,,36,611,0.5026456713676453
0.15718524158000946,0.07406233251094818,0.17050358653068542,0.40175116062164307,36,628,
,,,,37,628,0.5174919962882996
0.15664491057395935,0.07219617068767548,0.33552736043930054,0.5643684267997742,37,645,
,,,,38,645,0.4738360643386841
0.14814794063568115,0.07316119968891144,0.31701844930648804,0.5383275747299194,38,662,
,,,,39,662,0.46680527925491333
0.14992345869541168,0.07234347611665726,0.1567794680595398,0.37904638051986694,39,679,
,,,,40,679,0.5054227113723755
0.14979788661003113,0.07199932634830475,0.1736201047897339,0.39541730284690857,40,696,
,,,,41,696,0.504024863243103
0.15074260532855988,0.07188179343938828,0.19114181399345398,0.4137662351131439,41,713,
,,,,42,713,0.4821949005126953
0.16194747388362885,0.07136764377355576,0.33143138885498047,0.5647464990615845,42,730,
,,,,43,730,0.5068126320838928
0.2355024218559265,0.07112599909305573,0.15631544589996338,0.4629438519477844,43,747,
,,,,44,747,0.46391168236732483
0.14451393485069275,0.07074855268001556,0.1572263240814209,0.372488796710968,44,764,
,,,,45,764,0.5023464560508728
0.15213145315647125,0.07270261645317078,0.1622941941022873,0.3871282637119293,45,781,
,,,,46,781,0.45692527294158936
0.17564216256141663,0.07187801599502563,0.16527420282363892,0.4127943515777588,46,798,
,,,,47,798,0.4694902300834656
0.17295882105827332,0.07005497813224792,0.2463400512933731,0.48935383558273315,47,815,
,,,,48,815,0.4633980989456177
0.15538232028484344,0.072161003947258,0.20995528995990753,0.43749862909317017,48,832,
,,,,49,832,0.4819849729537964
0.1508595049381256,0.07056622952222824,0.1504533588886261,0.37187910079956055,49,849,
,,,,50,849,0.45209914445877075
0.15979976952075958,0.07033604383468628,0.15487536787986755,0.3850111961364746,50,866,
,,,,51,866,0.45780447125434875
0.1557852178812027,0.06928147375583649,0.23124000430107117,0.45630669593811035,51,883,
,,,,52,883,0.4652443528175354
0.1522320657968521,0.06782218813896179,0.17824816703796387,0.3983024060726166,52,900,
,,,,53,900,0.47033461928367615
0.17379511892795563,0.07005561888217926,0.153811514377594,0.3976622521877289,53,917,
,,,,54,917,0.48196786642074585
0.15028317272663116,0.06829144060611725,0.17080053687095642,0.38937515020370483,54,934,
,,,,55,934,0.452804297208786
0.17403461039066315,0.06888329982757568,0.2053283005952835,0.44824621081352234,55,951,
,,,,56,951,0.502385139465332
0.16176432371139526,0.07021085917949677,0.14896032214164734,0.3809354901313782,56,968,
,,,,57,968,0.4714808762073517
0.15515099465847015,0.06991156935691833,0.15097138285636902,0.3760339319705963,57,985,
,,,,58,985,0.4686054289340973
0.16753730177879333,0.07161178439855576,0.15737172961235046,0.39652082324028015,58,1002,
,,,,59,1002,0.47999292612075806
0.16424742341041565,0.0704849436879158,0.1666739583015442,0.40140631794929504,59,1019,
,,,,60,1019,0.4671098589897156
0.1775246560573578,0.06960536539554596,0.15968936681747437,0.4068194031715393,60,1036,
,,,,61,1036,0.4551858901977539
0.17580021917819977,0.06752129644155502,0.14658452570438385,0.38990604877471924,61,1053,
,,,,62,1053,0.46046045422554016
0.14842790365219116,0.06854248046875,0.21993407607078552,0.4369044601917267,62,1070,
,,,,63,1070,0.444915771484375
0.15589451789855957,0.06961512565612793,0.18301181495189667,0.40852147340774536,63,1087,
,,,,64,1087,0.44137927889823914
0.154218390583992,0.06923157721757889,0.17880049347877502,0.4022504389286041,64,1104,
,,,,65,1104,0.47788912057876587
