val_ap,val_auroc,val_loss,epoch,step,train_loss,train_auroc,train_ap
0.17552633583545685,0.5198019742965698,0.6956322780163284,0,16,,,
,,,1,16,0.7380641011895878,0.5006101131439209,0.1511315256357193
0.2124720811843872,0.5684200525283813,0.6880321916801667,1,33,,,
,,,2,33,0.7229174364044506,0.5227420926094055,0.15958437323570251
0.25257444381713867,0.6241145133972168,0.6704005989669996,2,50,,,
,,,3,50,0.721461785789736,0.5313388705253601,0.15831099450588226
0.30020588636398315,0.6880894899368286,0.6458345909817013,3,67,,,
,,,4,67,0.7018300627533748,0.558969259262085,0.1836693286895752
0.360321581363678,0.7500961422920227,0.6111118536681983,4,84,,,
,,,5,84,0.6693022752948932,0.6402384638786316,0.2361908257007599
0.35672420263290405,0.7547917366027832,0.6011259364712211,5,101,,,
,,,6,101,0.6496644581307758,0.6687671542167664,0.26549476385116577
0.4132707715034485,0.7896823287010193,0.5645425282724459,6,118,,,
,,,7,118,0.6219699392328398,0.7153216004371643,0.3035459816455841
0.4432021379470825,0.8066178560256958,0.5421471988498001,7,135,,,
,,,8,135,0.5771755016406875,0.7747735977172852,0.37135183811187744
0.45862486958503723,0.8191841840744019,0.531583731519795,8,152,,,
,,,9,152,0.5491409306331231,0.8041595816612244,0.4128049314022064
0.4862832725048065,0.8293798565864563,0.5427607343430538,9,169,,,
,,,10,169,0.5360283045200885,0.8194986581802368,0.4246481657028198
0.47068899869918823,0.8294886350631714,0.511031341699717,10,186,,,
,,,11,186,0.5320438017521193,0.8205465078353882,0.45221614837646484
0.4877364933490753,0.8358135223388672,0.5109396200875549,11,203,,,
,,,12,203,0.5151394669163876,0.8383235335350037,0.4725326895713806
0.4923768639564514,0.8355808258056641,0.5114469298829454,12,220,,,
,,,13,220,0.5134815958853182,0.8412778377532959,0.48259660601615906
0.4932686686515808,0.8385281562805176,0.5096053144566792,13,237,,,
,,,14,237,0.5091849984964754,0.8429754972457886,0.48435622453689575
0.5056588053703308,0.8400613069534302,0.5138196521385887,14,254,,,
,,,15,254,0.4987260647215654,0.8487061858177185,0.4937780797481537
0.48983657360076904,0.8466973900794983,0.5408605575907399,15,271,,,
,,,16,271,0.49817836213049643,0.8525398969650269,0.5045889616012573
0.5130722522735596,0.8422294855117798,0.5252274313469514,16,288,,,
,,,17,288,0.5019600635835363,0.8474546074867249,0.5013769268989563
0.5031522512435913,0.8429580926895142,0.5100070879747881,17,305,,,
,,,18,305,0.49362673222248965,0.8534165620803833,0.5127654671669006
0.5176892280578613,0.8468314409255981,0.49431460992010967,18,322,,,
,,,19,322,0.48610775929041905,0.8569290637969971,0.5230206251144409
0.5181361436843872,0.8485063314437866,0.4935159248621947,19,339,,,
,,,20,339,0.48421155787273357,0.8580082654953003,0.516281008720398
0.5243176221847534,0.8512779474258423,0.4871459855450355,20,356,,,
,,,21,356,0.48388642025916273,0.8594560027122498,0.5267989039421082
0.5289405584335327,0.8500116467475891,0.4900627157844065,21,373,,,
,,,22,373,0.4773490707720857,0.8635286092758179,0.5223109126091003
0.5182573795318604,0.8471781015396118,0.5147953303396409,22,390,,,
,,,23,390,0.47906965969501614,0.8624039888381958,0.5340671539306641
0.5259839296340942,0.8461509346961975,0.5110436657858676,23,407,,,
